arm,seed,games,updates,decisions,return_mean,policy_loss,value_loss,entropy,approx_kl,clip_frac,grad_norm,explained_variance,replay_loss,ref_kl,entropy_coef,replay_coef,kl_coef,rollout_s,update_s,games_per_s
R1,101,3410,26,8587,-0.3224858048444031,-0.014718764910222507,0.04681105038562512,0.5537093162274778,0.004097214255200105,0.043005761936895016,0.5751452513190622,0.6849396851024818,0.0,0.0,0.009125333333333334,0.0,0.0,13.5,17.9,4.14
R1,101,3540,27,8813,-0.3680691017293396,-0.01655948036684919,0.043812743803851154,0.556591989607607,0.0037785644650967986,0.04131252588239041,0.6321890474788021,0.6625848419061118,0.0,0.0,0.009090666666666667,0.0,0.0,13.7,17.5,4.17
R1,101,3670,28,9124,-0.32889904569080836,-0.013291618916885423,0.047771077180249366,0.5491652537080677,0.0038427444566467277,0.041952143270502645,0.6121503202838947,0.6677731433366172,0.0,0.0,0.009056,0.0,0.0,14.0,18.0,4.06
R1,101,3800,29,9163,-0.375325852113,-0.01403553230291207,0.047574945051475935,0.5639466346104552,0.004747640926804364,0.0495106667763556,0.5951226551838117,0.6247397530812933,0.0,0.0,0.009021333333333333,0.0,0.0,14.6,18.3,3.96
R1,101,3930,30,8473,-0.3512512733154425,-0.012395256350505122,0.045187845567871025,0.5299275274728389,0.0039561248450320505,0.04156748400539041,0.624724799764679,0.6741299896057869,0.0,0.0,0.008986666666666667,0.0,0.0,13.8,17.2,4.2
R1,101,4060,31,9086,-0.35295718318391667,-0.015062391029160219,0.03885832732208854,0.5358691801100098,0.004925546447596122,0.04472019978912158,0.6157520706476503,0.7596828383786702,0.0,0.0,0.008952,0.0,0.0,13.9,16.8,4.23
R1,101,4190,32,9100,-0.33180733586061284,-0.015178227293146003,0.0454635796354219,0.5284961036568784,0.004147007923499261,0.04194368818392256,0.5978451148703013,0.7142163904402373,0.0,0.0,0.008917333333333333,0.0,0.0,13.6,18.9,4.0
R1,101,4320,33,9089,-0.3509801373904863,-0.013990713012453205,0.04160505555023475,0.545281205053657,0.004501086822037468,0.04146163081709956,0.6023999497400264,0.7333671345651607,0.0,0.0,0.008882666666666667,0.0,0.0,14.0,19.1,3.92
R1,101,4450,34,9174,-0.31090797384194135,-0.012882640214659572,0.04601484489730236,0.5141811133963439,0.0038980925844813562,0.040665055223108745,0.6477842635062934,0.7103922166789022,0.0,0.0,0.008848,0.0,0.0,13.9,18.7,3.99
R1,101,4580,35,9623,-0.2453550354643632,-0.013597282656288918,0.04842976876298771,0.5383463368285962,0.004277132285892435,0.044622453082568216,0.6392100486747634,0.6962399516820128,0.0,0.0,0.008813333333333333,0.0,0.0,14.0,20.7,3.75
R1,101,4710,36,8841,-0.299888413173759,-0.011987840454629571,0.05335315005395434,0.5354240640343444,0.004544343473478965,0.04690252274685726,0.6414194992686769,0.668169661289397,0.0,0.0,0.008778666666666667,0.0,0.0,13.3,19.3,3.99
R1,101,4840,37,9014,-0.2570899771014636,-0.014104199106865119,0.051418353092939864,0.5184967503553738,0.004231891648491455,0.04504945816532258,0.6409384288650595,0.6611522432485168,0.0,0.0,0.008744,0.0,0.0,13.8,23.0,3.53
R1,101,4970,38,8697,-0.3352630391449413,-0.013974259601760075,0.0436951257315795,0.5332478191467299,0.00436795281127013,0.04318089782323821,0.6399407449748975,0.7037398051314194,0.0,0.0,0.008709333333333333,0.0,0.0,13.5,17.7,4.16
R1,101,5100,39,8667,-0.4249226011717315,-0.014608009331969091,0.03743432720982074,0.5327476483185832,0.004508608026724969,0.044131373355263154,0.6344804408614689,0.7219932737120812,0.0,0.0,0.008674666666666667,0.0,0.0,12.9,18.6,4.12
R1,101,5230,40,9268,-0.37253037054299354,-0.011686043323340816,0.045798694177497414,0.5146786686945718,0.004327640180279386,0.04302805541497976,0.7220035607176802,0.704410223975019,0.0,0.0,0.00864,0.0,0.0,13.8,19.9,3.86
R1,101,5360,41,9174,-0.29604045021240705,-0.015673902013165215,0.04233887853963706,0.5112607945874472,0.005160337304447854,0.04828339705230497,0.6408770251551021,0.7391666272586149,0.0,0.0,0.008605333333333333,0.0,0.0,13.7,21.8,3.66
R1,101,5490,42,9712,-0.26935268003781143,-0.014894181052832186,0.051375861968551255,0.5049622330575787,0.004742060918209635,0.048838902005517826,0.6120304731874381,0.6588378144809989,0.0,0.0,0.008570666666666667,0.0,0.0,15.0,19.2,3.8
R1,101,5620,43,9905,-0.23719960947244684,-0.014685783479319047,0.044651919020049884,0.5270008519590823,0.004682794919873348,0.047819975944562144,0.6625518457549531,0.7617631753106374,0.0,0.0,0.008536,0.0,0.0,15.2,23.6,3.35
R1,101,5750,44,9434,-0.25544792212007583,-0.016852201754586526,0.04463179778636209,0.5263299389890065,0.004995422893893752,0.05177360914111541,0.677240308626075,0.7380781517499334,0.0,0.0,0.008501333333333333,0.0,0.0,14.1,23.7,3.44
R1,101,5880,45,9812,-0.26124073713157797,-0.0122695805897492,0.04455425644622898,0.5194871422447678,0.004471340880907334,0.04631928943452381,0.6807696457137229,0.7223733446514996,0.0,0.0,0.008466666666666667,0.0,0.0,15.4,20.1,3.66
R1,101,6010,46,9792,-0.20495325703189934,-0.017230847144925877,0.0483043132166731,0.5071250917466671,0.004917653711775198,0.045166015625,0.7594883717736843,0.7167458109729441,0.0,0.0,0.008432,0.0,0.0,15.1,18.4,3.88
R1,101,6140,47,9138,-0.26928722410662675,-0.01442699735301179,0.04434102121963162,0.502571517473603,0.004947113482656581,0.04726227478558628,0.6726565788927822,0.742169032480763,0.0,0.0,0.008397333333333333,0.0,0.0,14.0,17.4,4.14
R1,101,6270,48,9823,-0.1932316204777918,-0.013783109132002359,0.049377858948509504,0.4999681980555716,0.004348759332880011,0.04680484169407895,0.6546206210239225,0.7349712427482331,0.0,0.0,0.008362666666666668,0.0,0.0,14.8,24.0,3.35
R1,101,6400,49,9883,-0.12385356442651477,-0.01736221414362598,0.0461645014775695,0.5052036637721565,0.004890059219003406,0.048547914566532256,0.6903991274296711,0.7708265021566015,0.0,0.0,0.008328,0.0,0.0,14.6,24.4,3.34
R1,101,6530,50,9271,-0.2684546568555443,-0.021022121593126414,0.04424376421189839,0.49772066905733997,0.005459727160493716,0.05345441462320574,0.7177566840070968,0.7342758938258409,0.0,0.0,0.008293333333333333,0.0,0.0,14.6,18.6,3.91
R1,101,6660,51,9888,-0.19011792603625882,-0.013126384397316448,0.04486770041523459,0.49398127592659247,0.005035748270265325,0.0484814453125,0.6964541623023587,0.7629687604010258,0.0,0.0,0.008258666666666668,0.0,0.0,14.6,23.4,3.42
R1,101,6790,52,9176,-0.28616832501975165,-0.01505377886389448,0.04495641795825769,0.5022689837593168,0.004453678134059167,0.04671361890889831,0.6851277089792419,0.7390851454785823,0.0,0.0,0.008224,0.0,0.0,13.9,18.7,3.99
R1,101,6920,53,9886,-0.13333849056926694,-0.017110106441442573,0.04967569307760539,0.47377943183671023,0.00507410669972738,0.04955714744857594,0.6794901913388667,0.735804641739755,0.0,0.0,0.008189333333333333,0.0,0.0,14.9,19.3,3.8
R1,101,7050,54,9800,-0.2665857895451018,-0.013607879949128232,0.04791924344921904,0.49665316021942363,0.005178467976755896,0.049370659722222224,0.7657216360138518,0.7164091162031918,0.0,0.0,0.008154666666666668,0.0,0.0,14.7,21.7,3.58
R1,101,7180,55,9348,-0.15852493545531582,-0.013258446456315196,0.04088231169650757,0.49301627853748653,0.005186340928241104,0.05239639403907496,0.6825567859597351,0.8000440625240087,0.0,0.0,0.00812,0.0,0.0,14.7,24.0,3.36
R1,101,7310,56,9941,-0.19500572029593977,-0.013983213941503581,0.043882896842115986,0.49461699224645006,0.005080683284104457,0.04821811729753521,0.679192578983415,0.7611053008522946,0.0,0.0,0.008085333333333333,0.0,0.0,14.3,21.5,3.63
R1,101,7440,57,10299,-0.11792283645431291,-0.010806646575526022,0.04715668493812162,0.49336006789640313,0.006192820577360203,0.05375310545298627,0.7397091062529988,0.771970695266877,0.0,0.0,0.008050666666666668,0.0,0.0,15.3,21.4,3.54
R1,101,7570,58,9749,-0.18258656353372993,-0.011577412137046517,0.05260422535130012,0.49218354016704274,0.0044038777773015274,0.044778878348214285,0.8792708289228504,0.7125568871913409,0.0,0.0,0.008016,0.0,0.0,15.3,18.6,3.83
R1,101,7700,59,9775,-0.14155578972692395,-0.01217971519826833,0.04931424361598592,0.4694741175864875,0.005891762782467112,0.05555705618351063,0.7370352045250936,0.7416120331636236,0.0,0.0,0.007981333333333333,0.0,0.0,14.7,18.8,3.89
R1,101,7830,60,9645,-0.11191655923859248,-0.014437950091703414,0.04512032180086032,0.471784029355249,0.0052625538409865275,0.04773450918598945,0.6667546376484931,0.7679002606019,0.0,0.0,0.007946666666666668,0.0,0.0,15.1,18.4,3.88
R1,101,7960,61,9617,-0.09160545702832538,-0.014389089619446425,0.05119921271200222,0.4899036250577778,0.005701399356063158,0.051064451843253714,0.7119053404270009,0.742635713246643,0.0,0.0,0.007912,0.0,0.0,14.1,20.2,3.78
R1,101,8090,62,9517,-0.2417185634690077,-0.01370330816102228,0.04783125535374948,0.48456849962768966,0.004625268436423028,0.0486577089526141,0.6793993132192434,0.7263893518542919,0.0,0.0,0.007877333333333333,0.0,0.0,14.6,19.5,3.81
R1,101,8220,63,9536,-0.15476140075549893,-0.015093344788127192,0.04729546567547643,0.4846362256886241,0.00491327758371158,0.05133120888157895,0.7058020894197229,0.7485219407009686,0.0,0.0,0.007842666666666666,0.0,0.0,14.2,22.1,3.59
R1,101,8350,64,9961,-0.11241857315809851,-0.01427602529104149,0.04645202771853416,0.49129658154606004,0.005194882709939344,0.048297826414967805,0.7541229066548271,0.7681751117300231,0.0,0.0,0.007808,0.0,0.0,15.5,22.9,3.38
R1,101,8480,65,9323,-0.1808245895476642,-0.012118922332647665,0.04871316349471159,0.49536783254952693,0.005084664256325178,0.04962071138711264,0.7035515554619266,0.7519019682535741,0.0,0.0,0.0077733333333333335,0.0,0.0,15.0,20.4,3.67
R1,101,8610,66,8984,-0.24389442109304188,-0.015677057011158416,0.04575816884817582,0.48979479133012405,0.005866217128203792,0.05493164062500001,0.7006286285080618,0.7471996090426232,0.0,0.0,0.007738666666666666,0.0,0.0,13.4,22.5,3.61
R1,101,8740,67,9640,-0.11068422727478398,-0.015226684175000659,0.045219926963262866,0.4807974015513841,0.005631989116523176,0.054454269333416086,0.7458223553292596,0.7911320135435129,0.0,0.0,0.007704000000000001,0.0,0.0,13.3,21.2,3.77
R1,101,8870,68,10227,-0.15234229945609734,-0.01426301410475754,0.04696390499642825,0.47931407684909677,0.005697942624864561,0.05107221278494489,0.754151851436436,0.761125654477915,0.0,0.0,0.0076693333333333336,0.0,0.0,14.9,21.4,3.58
R1,101,9000,69,9326,-0.1743223688267594,-0.014974354923016618,0.0433640001333813,0.4665899724552724,0.006158354431309791,0.05533838591507177,0.7571700072748687,0.7958009332971032,0.0,0.0,0.007634666666666666,0.0,0.0,13.7,19.7,3.88
R1,101,9130,70,9507,-0.15375038336522243,-0.015020488506193209,0.04571497195262799,0.46566134089109756,0.00596923215056621,0.05464122411376378,0.7078636205598992,0.788726654395859,0.0,0.0,0.007600000000000001,0.0,0.0,14.4,21.7,3.6
R1,101,9260,71,9011,-0.07473987039321817,-0.015600113399186445,0.0480187636158536,0.4667192122265376,0.00678953719299106,0.05436409982356135,0.7410188283182584,0.7939128377996301,0.0,0.0,0.007565333333333334,0.0,0.0,14.1,18.6,3.98
R1,101,9390,72,10073,-0.13687328496793472,-0.014567646948747643,0.05342871313345363,0.46700766775832864,0.005376364376742946,0.05222911005434783,0.7996159737265444,0.6921998813431669,0.0,0.0,0.007530666666666666,0.0,0.0,15.3,19.4,3.75
R1,101,9520,73,9615,-0.11603232208894873,-0.01559881321300125,0.04727343577414838,0.4666169708427949,0.006388438045409339,0.053177441444895134,0.7585266728320968,0.770221784755438,0.0,0.0,0.007496,0.0,0.0,14.8,19.5,3.79
R1,101,9650,74,9588,-0.20625486836138057,-0.015462007287434755,0.048469332277407275,0.4792765920875588,0.005527215815698527,0.049820714841539326,0.780072948479036,0.7316684116474436,0.0,0.0,0.007461333333333334,0.0,0.0,15.1,20.6,3.65
R1,101,9780,75,9532,-0.11258942759115914,-0.015756034612348584,0.04671510732981778,0.4690444032581015,0.005541633074481613,0.05449784778897401,0.7327479830249707,0.780596455361042,0.0,0.0,0.0074266666666666665,0.0,0.0,13.9,22.4,3.58
R1,101,9910,76,9837,-0.0795750374756451,-0.018443316727338056,0.04720531695265355,0.46014416294199184,0.0060809387050770785,0.05323766305905964,0.7835362899524062,0.7644157093352072,0.0,0.0,0.007392,0.0,0.0,13.7,20.1,3.85
R1,101,10040,77,10026,0.02730153295269229,-0.014971811971056853,0.04776142485324007,0.45522812915898536,0.006888415016427789,0.056051246591862426,0.8176806642737369,0.7721672037631113,0.0,0.0,0.007357333333333334,0.0,0.0,14.4,21.7,3.6
R1,101,10170,78,9606,-0.006001420855348244,-0.014818166329655939,0.05284319341564219,0.47157709131204595,0.00708395091973287,0.06136212677125505,0.8193597729022295,0.7427174699809115,0.0,0.0,0.0073226666666666666,0.0,0.0,14.2,21.1,3.69
R1,101,10300,79,9712,0.009350734736479429,-0.015997012514127256,0.04528586716051939,0.4676584934352803,0.006526374343976694,0.055890379615874355,0.7095289683307561,0.7752963592830431,0.0,0.0,0.007287999999999999,0.0,0.0,15.0,20.3,3.67
R1,101,10430,80,9888,-0.06906422575950974,-0.01630248574003997,0.05023564334555759,0.4879491772037657,0.00625289897639522,0.0573291015625,0.7797486222992553,0.73207364255365,0.0,0.0,0.007253333333333334,0.0,0.0,15.4,22.2,3.45
R1,101,10560,81,9547,-0.0644407551478086,-0.01438258350790295,0.04931209656503993,0.4588048070354907,0.006674838317287778,0.060174511051041504,0.7584596349338814,0.7577837960503039,0.0,0.0,0.007218666666666667,0.0,0.0,14.0,20.6,3.76
R1,101,10690,82,9619,-0.049524406169702884,-0.015357143215089644,0.04794113435650365,0.449011725468488,0.0054148689274072055,0.05477275950519133,0.7541881947773488,0.7524364184846548,0.0,0.0,0.007184,0.0,0.0,14.6,21.4,3.61
R1,101,10820,83,9479,-0.15119719209363894,-0.015365227650485492,0.048848603488927424,0.47868946895741166,0.006693800679432674,0.05747002889233539,0.7958621341111901,0.7451200479369741,0.0,0.0,0.007149333333333334,0.0,0.0,13.7,21.0,3.75
R1,101,10950,84,9582,-0.05908168439090646,-0.015626224480144547,0.04575543039715723,0.4686520533080014,0.006335969586801075,0.058405571433707226,0.8008283317346038,0.7817280766403112,0.0,0.0,0.007114666666666667,0.0,0.0,15.2,15.8,4.2
R1,101,11080,85,9513,-0.07602084583256312,-0.015093369292260439,0.0492380887197381,0.4529385292778302,0.006198341671654284,0.05470212334418749,0.7847663522663764,0.7383927095747234,0.0,0.0,0.00708,0.0,0.0,11.5,16.4,4.66
R1,101,11210,86,9154,-0.11238815175542552,-0.016263039648136773,0.047558318590844306,0.4470550171396907,0.006157818895410627,0.05570288387345679,0.7614554750579057,0.7633393654946065,0.0,0.0,0.007045333333333334,0.0,0.0,11.1,14.7,5.05
R1,101,11340,87,10153,-0.12574857479434923,-0.014867743915198081,0.05351869283816226,0.4573046183425326,0.0067402973284125,0.05827016314338236,0.7932669678146145,0.6911228969187031,0.0,0.0,0.007010666666666667,0.0,0.0,11.5,18.2,4.38
R1,101,11470,88,9504,-0.12513758562811972,-0.015371063374167958,0.04401450160330474,0.4432657930718991,0.0066693834330759155,0.05946466100146199,0.8226860906248497,0.7752573518539506,0.0,0.0,0.0069759999999999996,0.0,0.0,14.3,20.8,3.7
R1,101,11600,89,9753,-0.10377274670090543,-0.013323226785657175,0.05270431037437082,0.4634413956757378,0.006194821243822355,0.0565146484375,0.970880043646925,0.7132054112643875,0.0,0.0,0.006941333333333333,0.0,0.0,13.8,20.3,3.81
R1,101,11730,90,9371,-0.1591379795106341,-0.011868158240787156,0.0454429804685911,0.4477795072088578,0.006845173088426774,0.06004400334252971,0.7961583362113602,0.7632914216864939,0.0,0.0,0.006906666666666667,0.0,0.0,13.6,19.2,3.96
R1,101,11860,91,10670,-0.012674659264854922,-0.014695021807427424,0.044805535778060915,0.45488520346200306,0.007846415706420272,0.05630461396040974,0.8523120831357724,0.7647145203103864,0.0,0.0,0.006872,0.0,0.0,13.9,20.0,3.83
R1,101,11990,92,9214,-0.09401137879333238,-0.01607285268878279,0.052741297439574154,0.4593130021238735,0.006869442489228748,0.058905867034313726,0.7555628726369782,0.7171454442391958,0.0,0.0,0.006837333333333334,0.0,0.0,14.0,18.5,4.0
R1,101,12120,93,9256,-0.158758575064529,-0.015905531192821426,0.04429016520755166,0.4461873900850506,0.006359111654220286,0.05388569078947369,0.8579777327951266,0.7582891851485727,0.0,0.0,0.006802666666666667,0.0,0.0,13.3,18.5,4.1
R1,101,12250,94,9692,-0.10878575481520002,-0.016901102323576684,0.04859433311480704,0.44538080090512433,0.006930431759636834,0.05898074690402475,0.7475108746068196,0.7528689719156492,0.0,0.0,0.006768,0.0,0.0,13.3,18.4,4.1
R1,101,12380,95,9181,-0.1777015552401576,-0.016396779731685983,0.045550779521784684,0.4613804567703712,0.007249748441426947,0.06289438975876427,0.8303441775476439,0.7674446894683072,0.0,0.0,0.006733333333333333,0.0,0.0,13.0,19.2,4.03
R1,101,12510,96,9596,-0.11654418977093016,-0.01538951139796114,0.040258358739135795,0.4361718479068221,0.006494833931044059,0.05367090114265928,0.8455605265073318,0.8156873108585575,0.0,0.0,0.006698666666666667,0.0,0.0,13.7,18.6,4.02
R1,101,12640,97,9671,-0.11822571043728831,-0.01538077917568974,0.04654226626563385,0.44026441062145344,0.006759522087943704,0.0543701877891845,0.7664837133074563,0.7805591851855896,0.0,0.0,0.006664,0.0,0.0,13.9,20.5,3.78
R1,101,12770,98,9714,-0.15834145758563295,-0.015201796702273661,0.048415438630882865,0.44730072770189544,0.007070295070093305,0.05773391675253645,0.8300694916991954,0.7689488447109142,0.0,0.0,0.006629333333333333,0.0,0.0,13.2,20.1,3.9
R1,101,12900,99,9695,-0.13033798106870967,-0.015526253846843679,0.046771650871976,0.44148694835141916,0.0072761808799092385,0.05895595049651137,0.7609886510564466,0.7706303117207455,0.0,0.0,0.006594666666666667,0.0,0.0,13.5,18.2,4.1
R1,101,13030,100,9733,-0.09593081618090607,-0.01639894747401604,0.05067318298410126,0.46156460147500294,0.007211681433882541,0.0582861328125,1.1143994656190213,0.7382466817530686,0.0,0.0,0.00656,0.0,0.0,13.4,18.7,4.05
R1,101,13160,101,9695,-0.1506248446612099,-0.015549770379501492,0.045077046344388,0.4473229303424337,0.007551275070871448,0.06006100806230085,0.7813635859792631,0.759302041047043,0.0,0.0,0.0065253333333333335,0.0,0.0,13.6,20.4,3.82
R1,101,13290,102,9873,-0.18820533755329286,-0.01057947757445054,0.047038413393900226,0.4515125503248334,0.006755007080063666,0.055990369073275856,0.9396897964251971,0.7533597027925576,0.0,0.0,0.006490666666666667,0.0,0.0,13.9,17.5,4.15
R1,101,13420,103,9343,-0.20955700978335368,-0.017644568366640162,0.04738572357299959,0.45150122989767744,0.007909856748643786,0.06301984854175299,0.884469891013435,0.7500615644466534,0.0,0.0,0.006456,0.0,0.0,13.2,18.9,4.05
R1,101,13550,104,9507,-0.12743950412833857,-0.01615468353637089,0.04450846662873146,0.4333632713589134,0.008222209323656039,0.06451450236819498,0.8244482875089678,0.7794733124113029,0.0,0.0,0.006421333333333333,0.0,0.0,12.8,18.8,4.11
R1,101,13680,105,9906,-0.15080373754478463,-0.01820087978231008,0.0473578009437318,0.4344806732539503,0.00754840380876492,0.06198264132724719,0.818872374615637,0.7532462107523232,0.0,0.0,0.006386666666666667,0.0,0.0,12.8,18.7,4.13
R1,101,13810,106,9913,-0.0817847437865791,-0.012659187231445285,0.047126956721812496,0.43008254385911726,0.007350438975008615,0.05831001900337838,0.8972225434275721,0.7585270315746862,0.0,0.0,0.006352,0.0,0.0,13.6,21.9,3.67
R1,101,13940,107,9603,-0.12039905125442328,-0.014320898084915771,0.04646092546968226,0.44132008273198187,0.0069045280658658,0.05966341331769346,0.8018822656158605,0.769716194187356,0.0,0.0,0.006317333333333334,0.0,0.0,13.2,17.5,4.23
R1,101,14070,108,10520,-0.10401101605082527,-0.01759696708954256,0.044998470261000865,0.43869782944565827,0.008014134303759985,0.06437406994047619,0.8592160697599078,0.7712546896626353,0.0,0.0,0.006282666666666667,0.0,0.0,13.3,21.3,3.76
R1,101,14200,109,9484,-0.16863489306310808,-0.01597743517050773,0.046616781383583814,0.4450294669210564,0.007211561030598939,0.05913611424783976,0.8379203912570777,0.7668785413376104,0.0,0.0,0.006248,0.0,0.0,14.1,18.4,4.01
R1,101,14330,110,9645,-0.19433456219566636,-0.01504228841138819,0.044593191377359,0.44343225179179835,0.006986698446723411,0.05788058740875352,0.8225963203186267,0.7555035103177098,0.0,0.0,0.006213333333333333,0.0,0.0,13.3,20.9,3.8
R1,101,14460,111,9552,-0.08333303372325525,-0.016740972153710038,0.043489489133844234,0.4402517181421577,0.0077498812899937436,0.06636219454887218,0.8792860456362197,0.7888599542313303,0.0,0.0,0.0061786666666666665,0.0,0.0,13.6,21.7,3.69
R1,101,14590,112,9825,-0.07255198321384519,-0.01597762587901633,0.042350328084213636,0.42962204041321445,0.006909106221656547,0.05911223421391752,0.8722742363514687,0.7969289928147216,0.0,0.0,0.006144,0.0,0.0,14.3,17.5,4.09
R1,101,14720,113,10044,-0.050580322633913766,-0.01403495961062901,0.050952279070543074,0.4203686985871909,0.007908482830301234,0.061066987242879754,0.8664845223143327,0.7620373017575333,0.0,0.0,0.006109333333333333,0.0,0.0,13.4,21.0,3.78
R1,101,14850,114,9518,-0.08935135398078387,-0.014923868433092295,0.043023348560392825,0.4143882705883155,0.00755135109425015,0.058404326148048094,0.7992727635847002,0.803457840559393,0.0,0.0,0.006074666666666667,0.0,0.0,13.9,19.6,3.88
R1,101,14980,115,9632,-0.13787438970773666,-0.014621826064007718,0.044341708521874725,0.4317279615939417,0.007438821554302388,0.060281977479757096,0.8204981324367684,0.8016606828016919,0.0,0.0,0.00604,0.0,0.0,14.3,18.3,3.98
R1,101,15110,116,9522,-0.06340743648148277,-0.015947313245638774,0.04271687118304356,0.4272652689847347,0.0066971920536738365,0.06070677997076022,0.7934763928200715,0.8083732837457686,0.0,0.0,0.006005333333333333,0.0,0.0,13.5,18.6,4.05
R1,101,15240,117,10080,-0.07032578644261742,-0.01506923340948857,0.04311976882231854,0.43092809494333545,0.007807473903600354,0.05890669389204546,0.8600092786610384,0.8110759985015406,0.0,0.0,0.005970666666666667,0.0,0.0,13.4,18.3,4.11
R1,101,15370,118,9779,-0.1967130348509402,-0.013804210504962186,0.04510075130107353,0.43250310430932865,0.008464317988388818,0.06165412454044117,0.8848946288807535,0.7738304583897788,0.0,0.0,0.005936,0.0,0.0,13.4,19.8,3.92
R1,101,15500,119,9789,-0.08322444135962535,-0.009110025141684413,0.045784174945691015,0.4346325946479593,0.008359176995471451,0.06634461449795082,0.8790601627520273,0.7792106161027854,0.0,0.0,0.005901333333333334,0.0,0.0,13.5,21.7,3.7
R1,101,15630,120,9979,-0.1390862742252696,-0.015411444007179049,0.04659873067043268,0.43263644780729915,0.007219830561337531,0.06059249330801793,0.8022271693893088,0.7554504279165003,0.0,0.0,0.005866666666666667,0.0,0.0,14.1,19.9,3.82
R1,101,15760,121,9775,-0.027024791879870644,-0.011925265177563423,0.042016800864500874,0.42224049713960027,0.0072714084406486305,0.05971783577127661,0.8553716420350408,0.8163083621381779,0.0,0.0,0.005832,0.0,0.0,12.9,19.3,4.04
R1,101,15890,122,10041,-0.13009365092595448,-0.01528279112977623,0.04979937636433636,0.43465351850462397,0.007906611154814978,0.06591867075179712,0.8650278102301752,0.7374130232255517,0.0,0.0,0.005797333333333333,0.0,0.0,13.9,19.3,3.91
R1,101,16020,123,9591,-0.13797241484074999,-0.017207817132660164,0.048358389628258024,0.4314820071464262,0.008621359354608208,0.06372553453947369,0.8832109918454665,0.751993732676834,0.0,0.0,0.005762666666666667,0.0,0.0,15.1,21.9,3.51
R1,101,16150,124,10101,-0.17153083461526772,-0.01611690040920939,0.042522632043532446,0.4320170773633378,0.007993863554429794,0.060682559588639405,0.8511955240480523,0.7793268635137205,0.0,0.0,0.005728,0.0,0.0,14.2,21.0,3.69
R1,101,16280,125,9729,-0.12958161899666285,-0.023011465172758205,0.040793582921524955,0.4338882784637888,0.007898406486186343,0.0858642578125,0.8858553766747953,0.8061680266199592,0.0,0.0,0.005693333333333333,0.0,0.0,13.5,18.7,4.04
R1,101,16410,126,9859,-0.12488786194447667,-0.013795320319184156,0.048581021765924916,0.42631569793192375,0.009132069649934797,0.06167607198234733,0.9052167712316221,0.7674003123506626,0.0,0.0,0.005658666666666667,0.0,0.0,13.6,21.7,3.68
R1,101,16540,127,10189,-0.12396218638676973,-0.015154471988696041,0.043983927971279466,0.4206433444867746,0.007941945827431768,0.0622595664994577,0.7885859733823537,0.791855400893203,0.0,0.0,0.005624,0.0,0.0,13.5,18.3,4.09
R1,101,16670,128,9966,-0.11611904360517575,-0.016396032221136374,0.04328776979421595,0.42728124002136986,0.008102515635229813,0.06080250459558824,0.8734511898828858,0.7860942898028558,0.0,0.0,0.005589333333333333,0.0,0.0,14.3,21.2,3.66
R1,101,16800,129,10238,-0.014638139710444071,-0.014396000002244974,0.04739817871564188,0.4232223155520042,0.008636710059573201,0.06219458486519608,0.8709057417035307,0.7644682681169962,0.0,0.0,0.005554666666666667,0.0,0.0,13.8,21.7,3.66
R1,101,16930,130,10498,-0.03110279018173768,-0.016170677333079357,0.04283116529741037,0.42637442014776167,0.00797224506752462,0.062176101363510525,0.855563662583797,0.7940398345589115,0.0,0.0,0.00552,0.0,0.0,14.0,21.7,3.64
R1,101,17060,131,10224,-0.023869136741127384,-0.015901330194719843,0.04406500143013582,0.4290000530111439,0.007823154317569192,0.06687641759072581,0.8832345165695503,0.7922453552345645,0.0,0.0,0.005485333333333333,0.0,0.0,13.9,22.7,3.55
R1,101,17190,132,9803,-0.192520034529381,-0.021018105418073686,0.04576166989154795,0.4418976433405296,0.009178828369591573,0.06637369791666667,0.950536483501001,0.7742078151018222,0.0,0.0,0.005450666666666667,0.0,0.0,13.5,18.7,4.04
R1,101,17320,133,9721,-0.20191276482866166,-0.014383117913776623,0.04690662536523207,0.42110091471790484,0.007911444498521693,0.061186042535174574,0.8811265552871415,0.7709274970184976,0.0,0.0,0.005416000000000001,0.0,0.0,14.3,19.0,3.9
R1,101,17450,134,9708,-0.12384189816470467,-0.01604221426420408,0.04381134552142232,0.4252643715617051,0.008801480184373892,0.06506091710793753,0.8054325394078635,0.7900956983043388,0.0,0.0,0.0053813333333333335,0.0,0.0,13.2,21.3,3.77
R1,101,17580,135,10181,-0.11326388061868398,-0.01514181449346221,0.043964625406557316,0.420397520813626,0.008257329864159309,0.06488772764900663,0.8786807809077779,0.7806594903873636,0.0,0.0,0.005346666666666667,0.0,0.0,14.3,20.0,3.8
R1,101,17710,136,10030,-0.0889454937715218,-0.016908719998257504,0.045907863151035136,0.42680220862116675,0.008977978931996047,0.06741935275248345,0.8798534057302557,0.7859691227135169,0.0,0.0,0.005312000000000001,0.0,0.0,13.6,22.1,3.64
R1,101,17840,137,10060,-0.011419164884888018,-0.016932545992357165,0.04615042024430184,0.41475520275175876,0.008292957921511818,0.06678481504141567,0.842555389669253,0.7745376094747692,0.0,0.0,0.0052773333333333335,0.0,0.0,13.5,20.5,3.83
R1,101,17970,138,10047,0.007329321616423371,-0.015695441786486897,0.045626600434044866,0.41123090287766784,0.008405881480202392,0.062130651204937305,0.861592594615837,0.7820511457016892,0.0,0.0,0.005242666666666666,0.0,0.0,14.1,20.3,3.77
